model,domain_id,target_id,casp_round,pdb_id,chain_id,should_use,target_qc_status,qc_reason,reference_coverage,mapping_identity,mapping_coverage,resolved_ca_count,expected_mapped_residue_count,chain_assignment_confidence,target_length,residue_start,residue_end,sequence_start,sequence_end,success,score_success,gdt_ts,lddt_ca,tm_score,rmsd_ca,gdc_sc,global_lddt,molprobity,runtime_sec,carbon_emissions_g,energy_consumed_kwh,input_fasta,output_structure,log_file,error_message,score_error
chai1,T1272s5,T1272s5,CASP16,9C3C,g,Check,Check,multiple equivalent chains match,0.907216,1.000000,1.000000,264,291,high,291,28,291,1,291,true,,0.0103092783505154,0.1935346660995321,,,,,,1047,14.624833190563285,0.03078912250644902,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s5.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s5/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s5_chai1.log,,missing score
chai1,T1272s6,T1272s6,CASP16,9C3C,A,Check,Check,reference coverage below threshold 0.641,0.641026,1.000000,1.000000,400,624,high,624,63,653,1,624,true,,0.1556249999999999,0.817722371967655,,,,,,3653,51.08927665621511,0.10755637190782129,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s6.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s6/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s6_chai1.log,,missing score
chai1,T1272s7,T1272s7,CASP16,9C3C,B,No,No,chain mapping below threshold identity=1.000 coverage=0.599,1.000000,1.000000,0.599174,145,145,low,242,654,798,1,242,true,,0.012396694214876,0.2354252946798343,,,,,,490,6.842413406264555,0.0144050808552938,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s7.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s7/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s7_chai1.log,,missing score
chai1,T1272s8,T1272s8,CASP16,9C3C,V,Check,Check,reference coverage below threshold 0.356; multiple equivalent chains match,0.355746,1.000000,1.000000,291,818,high,818,1,291,1,818,true,,0.0163727959697733,0.1435539075869937,,,,,,6297,88.04571478112882,0.18535939953921857,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s8.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s8/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s8_chai1.log,,missing score
chai1,T1272s9,T1272s9,CASP16,9C3C,n,Check,Check,reference coverage below threshold 0.735; multiple equivalent chains match,0.735294,1.000000,1.000000,175,238,high,238,42,216,1,238,true,,0.0010548523206751,0.2071183533447684,,,,,,465,6.523133021823462,0.013732911624891498,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1272s9.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1272s9/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1272s9_chai1.log,,missing score
chai1,T1280,T1280,CASP16,9F5M,AAA,Check,Check,multiple equivalent chains match,0.995745,1.000000,0.991561,234,235,high,237,615,848,1,237,true,,0.9604700854700856,0.9584893374572684,,,,,,466,6.542071201256539,0.013772781476329557,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1280.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1280/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1280_chai1.log,,missing score
chai1,T1299,T1299,CASP16,9FJL,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,1.000000,1.000000,1.000000,168,168,high,168,1,168,1,168,true,,0.9508928571428572,0.9487317862924988,,,,,,464,6.484163153615808,0.01365086979708591,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1299.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1299/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1299_chai1.log,,missing score
chai1,T2272s2,T2272s2,CASP16,9C3C,a,Check,Check,multiple equivalent chains match,0.972393,1.000000,0.898072,317,326,medium,363,25,350,1,363,true,,0.0212464589235127,0.2106843171296296,,,,,,1051,14.489462317495684,0.030504131194727755,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s2/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s2_chai1.log,,missing score
chai1,T2272s3,T2272s3,CASP16,9C3C,b,Check,Check,multiple equivalent chains match,0.823899,1.000000,1.000000,262,318,high,318,57,318,1,318,true,,0.0016025641025641,0.1945400650219927,,,,,,936,13.053826465667955,0.02748173992772201,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s3.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s3/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s3_chai1.log,,missing score
chai1,T2272s4,T2272s4,CASP16,9C3C,d,Check,Check,multiple equivalent chains match,0.930796,1.000000,1.000000,269,289,high,289,21,289,1,289,true,,0.0096830985915492,0.1811994895789026,,,,,,1045,14.72586560466447,0.031001822325609413,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s4.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s4/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s4_chai1.log,,missing score
chai1,T2272s5,T2272s5,CASP16,9C3C,g,Check,Check,multiple equivalent chains match,0.907216,1.000000,1.000000,264,291,high,291,28,291,1,291,true,,0.011168384879725,0.1942258613356018,,,,,,1042,14.709387372452152,0.030967131310425583,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s5.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s5/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s5_chai1.log,,missing score
chai1,T2272s6,T2272s6,CASP16,9C3C,A,Check,Check,reference coverage below threshold 0.641,0.641026,1.000000,1.000000,400,624,high,624,63,653,1,624,true,,0.030625,0.7956255615453729,,,,,,3631,51.26407230644766,0.10792436275041613,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s6.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s6/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s6_chai1.log,,missing score
chai1,T2272s7,T2272s7,CASP16,9C3C,B,No,No,chain mapping below threshold identity=1.000 coverage=0.599,1.000000,1.000000,0.599174,145,145,low,242,654,798,1,242,true,,0.0165289256198347,0.2396463841987894,,,,,,468,6.647326514742582,0.013994371609984384,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s7.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s7/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s7_chai1.log,,missing score
chai1,T2272s8,T2272s8,CASP16,9C3C,V,Check,Check,reference coverage below threshold 0.356; multiple equivalent chains match,0.355746,1.000000,1.000000,291,818,high,818,1,291,1,818,true,,0.0069269521410579,0.141814033086138,,,,,,6270,88.91294503566883,0.1871851474435133,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s8.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s8/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s8_chai1.log,,missing score
chai1,T2272s9,T2272s9,CASP16,9C3C,n,Check,Check,reference coverage below threshold 0.735; multiple equivalent chains match,0.735294,1.000000,1.000000,175,238,high,238,42,216,1,238,true,,0.0,0.2026157804459691,,,,,,489,7.020536269909058,0.01478007635770328,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2272s9.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2272s9/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2272s9_chai1.log,,missing score
chai1,T2280,T2280,CASP16,9F5M,AAA,Check,Check,multiple equivalent chains match,0.995745,1.000000,0.991561,234,235,high,237,615,848,1,237,true,,0.9626068376068376,0.9586114276412177,,,,,,485,6.907286580281601,0.01454165595848758,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T2280.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T2280/chai1/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T2280_chai1.log,,missing score
esmfold,T1104,T1104,CASP15,7ROA,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.871212,1.000000,1.000000,115,132,high,117,58,189,1,117,true,,0.8152173913043478,0.8165529010238908,,,,,,55,0.7503540707644031,0.0015796927805566382,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1104.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1104/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1104_esmfold.log,,missing score
esmfold,T1106s1,T1106s1,CASP15,7QIH,B,No,No,chain mapping below threshold identity=1.000 coverage=0.615; multiple equivalent chains match,0.946667,1.000000,0.614754,71,75,low,122,50,120,1,122,true,,0.2711267605633802,0.8218707015130674,,,,,,56,0.765211020189882,0.001610970568820804,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1106s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1106s1/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1106s1_esmfold.log,,missing score
esmfold,T1106s2,T1106s2,CASP15,7QIH,A,Check,Check,multiple equivalent chains match,0.909836,1.000000,1.000000,111,122,high,114,2,112,1,114,true,,0.9436936936936936,0.9575098814229248,,,,,,55,0.7324496060623786,0.0015419991706576393,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1106s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1106s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1106s2_esmfold.log,,missing score
esmfold,T1112,T1112,CASP15,8ORK,AAA,Check,Check,multiple equivalent chains match,0.973913,1.000000,1.000000,448,460,high,460,2,460,1,460,true,,,,,,,,,529,7.60425655430264,0.016008961166952926,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1112.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1112/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1112_esmfold.log,,missing score
esmfold,T1114s1,T1114s1,CASP15,7UTD,Q,No,No,chain mapping below threshold identity=1.000 coverage=0.317; multiple equivalent chains match,0.983333,1.000000,0.317460,59,60,low,189,20,78,1,189,true,,0.5423728813559322,0.8495192307692307,,,,,,94,1.296719537547414,0.0027299358685208717,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1114s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1114s1/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1114s1_esmfold.log,,missing score
esmfold,T1114s2,T1114s2,CASP15,7UTD,B,Check,Check,multiple equivalent chains match,0.872629,1.000000,1.000000,322,369,high,369,2,323,1,369,true,,0.5659937888198758,0.7223696093926394,,,,,,338,4.810900897736658,0.0101282124162877,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1114s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1114s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1114s2_esmfold.log,,missing score
esmfold,T1114s3,T1114s3,CASP15,7UTD,A,Check,Check,multiple equivalent chains match,0.998051,1.000000,0.958879,512,513,high,535,4,516,1,535,true,,0.8828125,0.8611920766165011,,,,,,745,10.681248681120332,0.022486839328674384,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1114s3.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1114s3/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1114s3_esmfold.log,,missing score
esmfold,T1120,T1120,CASP15,7QVB,B,Check,Check,multiple equivalent chains match,0.970213,1.000000,1.000000,228,235,high,235,4,231,1,235,true,,0.3355263157894737,0.844998844998845,,,,,,130,1.8221504165785438,0.0038361061401653556,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1120.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1120/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1120_esmfold.log,,missing score
esmfold,T1122,T1122,CASP15,8BBT,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.954357,1.000000,1.000000,230,241,high,241,4,237,1,241,true,,0.2282608695652174,0.5266968325791855,,,,,,135,1.9172799435444474,0.004036378828514626,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1122.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1122/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1122_esmfold.log,,missing score
esmfold,T1129s2,T1129s2,CASP15,8A8C,B,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.825000,1.000000,1.000000,528,640,high,640,41,640,1,640,true,,0.0105691056910569,0.1365686801696839,,,,,,1089,16.130605282589432,0.03395916901597775,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1129s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1129s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1129s2_esmfold.log,,missing score
esmfold,T1133,T1133,CASP15,8DYS,A,Check,Check,reference coverage below threshold 0.699,0.699145,1.000000,1.000000,409,585,high,585,4,427,1,585,true,,0.9119804400977995,0.91571021944725,,,,,,905,13.362299918219085,0.028131157722566493,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1133.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1133/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1133_esmfold.log,,missing score
esmfold,T1134s1,T1134s1,CASP15,7UBZ,A,Check,Check,multiple equivalent chains match,1.000000,1.000000,1.000000,230,230,high,230,1,230,1,230,true,,0.8858695652173914,0.90495503438547,,,,,,129,1.8342322717500312,0.003861541624736908,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1134s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1134s1/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1134s1_esmfold.log,,missing score
esmfold,T1134s2,T1134s2,CASP15,7UBZ,D,Check,Check,reference coverage below threshold 0.645; multiple equivalent chains match,0.645367,1.000000,1.000000,202,313,high,313,168,472,1,313,true,,0.0449561403508771,0.2024767525035765,,,,,,259,3.784649685368855,0.007967683548144958,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1134s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1134s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1134s2_esmfold.log,,missing score
esmfold,T1137s1,T1137s1,CASP15,8FEF,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.958435,1.000000,1.000000,392,409,high,409,18,409,1,409,true,,0.0,0.7681042654028436,,,,,,426,6.260060527416713,0.0131790747945615,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s1/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s1_esmfold.log,,missing score
esmfold,T1137s2,T1137s2,CASP15,8FEF,B,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.976676,1.000000,1.000000,335,343,high,343,2,343,1,343,true,,0.0,0.4974372116863147,,,,,,316,4.589960723080757,0.009663075206485803,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s2_esmfold.log,,missing score
esmfold,T1137s3,T1137s3,CASP15,8FEF,C,Check,Check,reference coverage below threshold 0.592,0.591603,1.000000,1.000000,310,524,high,524,1,310,1,524,true,,0.0,0.2692890995260663,,,,,,709,10.397980729890325,0.021890485747137527,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s3.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s3/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s3_esmfold.log,,missing score
esmfold,T1137s4,T1137s4,CASP15,8FEF,D,Check,Check,reference coverage below threshold 0.704,0.703839,1.000000,1.000000,385,547,high,547,42,468,1,547,true,,0.0,0.2942079018028385,,,,,,785,11.508310892398393,0.02422802293136504,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s4.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s4/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s4_esmfold.log,,missing score
esmfold,T1137s5,T1137s5,CASP15,8FEF,E,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.917949,1.000000,1.000000,358,390,high,390,33,390,1,390,true,,0.0007042253521126,0.4202304453800133,,,,,,388,5.640466599891687,0.011874666526087763,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s5.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s5/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s5_esmfold.log,,missing score
esmfold,T1137s6,T1137s6,CASP15,8FEF,F,Check,Check,reference coverage below threshold 0.770,0.770270,1.000000,1.000000,399,518,high,518,1,399,1,518,true,,0.0,0.3584039548022599,,,,,,692,10.152305514577249,0.02137327476753105,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s6.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s6/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s6_esmfold.log,,missing score
esmfold,T1137s7,T1137s7,CASP15,8FEF,G,Check,Check,reference coverage below threshold 0.458; multiple equivalent chains match,0.457887,1.000000,1.000000,299,653,high,653,2,325,1,653,true,,0.0076530612244897,0.1955924170616113,,,,,,1136,16.724854124868706,0.03521021921024991,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s7.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s7/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s7_esmfold.log,,missing score
esmfold,T1137s8,T1137s8,CASP15,8FEF,I,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.951128,1.000000,1.000000,253,266,high,266,14,266,1,266,true,,0.0,0.3257978723404255,,,,,,200,2.890328636091611,0.0060849023917718134,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s8.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s8/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s8_esmfold.log,,missing score
esmfold,T1137s9,T1137s9,CASP15,8FEF,J,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.910035,1.000000,1.000000,263,289,high,289,27,289,1,289,true,,0.0309187279151943,0.3152280130293159,,,,,,220,3.2282116954105087,0.0067962351482326495,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1137s9.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1137s9/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1137s9_esmfold.log,,missing score
esmfold,T1145,T1145,CASP15,7UWW,A,Check,Check,multiple equivalent chains match,0.995276,1.000000,1.000000,632,635,high,635,34,665,1,635,true,,0.117879746835443,0.6117131359586088,,,,,,1066,15.793380847375767,0.033249222836580564,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1145.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1145/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1145_esmfold.log,,missing score
esmfold,T1147,T1147,CASP15,8EM5,A,Check,Check,multiple equivalent chains match,0.893204,1.000000,1.000000,92,103,high,103,12,103,1,103,true,,0.9320652173913044,0.9259448416751788,,,,,,51,0.6954798886721758,0.001464168186678265,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1147.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1147/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1147_esmfold.log,,missing score
esmfold,T1151s2,T1151s2,CASP15,8D5V,A,Check,Check,reference coverage below threshold 0.724; multiple equivalent chains match,0.724138,1.000000,1.000000,84,116,high,116,8,91,1,116,true,,0.8422619047619048,0.8264321295143213,,,,,,55,0.7541988960792886,0.0015877871496406076,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1151s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1151s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1151s2_esmfold.log,,missing score
esmfold,T1155,T1155,CASP15,8PBV,A,Yes,Yes,prefiltered A1 protein target with mapped residue range,1.000000,1.000000,1.000000,116,116,high,116,1,116,1,116,true,,0.5883620689655173,0.634465599307659,,,,,,55,0.7581887951273893,0.0015961869371102933,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1155.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1155/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1155_esmfold.log,,missing score
esmfold,T1157s2,T1157s2,CASP15,8PKO,B,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.937374,1.000000,1.000000,464,495,high,495,21,484,1,495,true,,0.0141414141414141,0.2315319089512638,,,,,,620,9.119113222247439,0.01919813309946829,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1157s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1157s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1157s2_esmfold.log,,missing score
esmfold,T1159,T1159,CASP15,7PZT,A,Check,Check,multiple equivalent chains match,1.000000,1.000000,1.000000,160,160,high,160,1,160,1,160,true,,0.7484375,0.7798387096774193,,,,,,84,1.166519375612398,0.0024558302644471534,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1159.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1159/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1159_esmfold.log,,missing score
esmfold,T1183,T1183,CASP15,8IFX,B,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.975000,1.000000,1.000000,195,200,high,200,1,195,1,200,true,,0.1767676767676767,0.4288433382137628,,,,,,102,1.4343420487255634,0.003019667471001186,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1183.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1183/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1183_esmfold.log,,missing score
esmfold,T1185s1,T1185s1,CASP15,8OUY,A,Check,Check,reference coverage below threshold 0.200,0.200000,1.000000,1.000000,70,350,high,350,4,73,1,350,true,,0.6464285714285715,0.8615642994241842,,,,,,334,4.862296620969751,0.010236413938883686,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1185s1.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1185s1/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1185s1_esmfold.log,,missing score
esmfold,T1185s2,T1185s2,CASP15,8OUY,B,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.832447,1.000000,1.000000,313,376,high,376,10,349,1,376,true,,0.0357142857142857,0.1026871401151631,,,,,,360,5.218008004721005,0.010985280009938958,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1185s2.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1185s2/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1185s2_esmfold.log,,missing score
esmfold,T1185s4,T1185s4,CASP15,8OUY,D,Yes,Yes,prefiltered A1 protein target with mapped residue range,0.838710,1.000000,0.996429,234,279,high,280,20,280,1,280,true,,0.0535714285714285,0.1679462571976967,,,,,,213,3.0210398484119385,0.006360083891393555,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/sequences/T1185s4.fasta,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/predictions/T1185s4/esmfold/rank_001.pdb,results/20260601_104732_casp15_casp16_unique_lt1000_all_default_msa-free/logs/T1185s4_esmfold.log,,missing score
